,duur,beweging,time,WR,Wk,uur,WRbin,WKbin
514,84,True,2016-04-01 15:26:15.582,131.0,1.8229166269302,15,3,2
516,85,True,2016-04-01 16:29:28.388,119.0,1.2803819179535,16,3,1
518,84,True,2016-04-22 01:39:46.753,42.0,2.0261859893799,1,1,2
520,83,True,2016-04-22 06:28:27.347,44.0,2.0970773696899,6,1,2
522,84,True,2016-04-22 08:12:28.755,46.0,2.0956308841705,8,1,2
524,84,True,2016-04-22 13:14:37.575,69.0,1.467013835907,13,2,1
526,85,True,2016-04-22 13:44:37.063,72.0,2.167245388031,13,2,2
528,83,True,2016-04-22 15:31:29.267,153.0,2.298538684845,15,3,2
530,83,True,2016-04-22 17:11:21.553,91.0,2.4074070453644,17,2,2
532,83,True,2016-04-22 18:00:11.074,129.0,2.171585559845,18,3,2
534,84,True,2016-04-23 10:16:39.255,187.0,2.7307584285736,10,4,2
536,84,True,2016-04-23 13:41:47.564,269.0,3.6038768291473,13,6,3
538,88,True,2016-04-24 10:24:22.952,304.0,1.9791665077209,10,7,2
540,88,True,2016-04-24 11:11:13.645,311.0,1.9401038885117,11,7,2
542,86,True,2016-04-24 12:05:03.070,281.0,2.0974390506744,12,6,2
544,86,True,2016-04-24 12:20:45.644,289.0,1.9907405376434,12,6,2
546,85,True,2016-04-24 13:54:41.059,266.0,1.5219906568527,13,6,2
548,90,True,2016-04-25 06:58:21.374,207.0,2.5180842876434,6,5,2
550,90,True,2016-04-25 09:56:19.554,223.0,3.6787464618683,9,5,3
552,88,True,2016-04-25 10:14:29.362,229.0,2.784649848938,10,5,2
554,85,True,2016-04-25 10:21:19.371,218.0,3.1814234256744,10,5,2
556,87,True,2016-04-25 12:01:08.255,227.0,2.5198929309845,12,5,2
558,86,True,2016-04-25 13:14:42.650,235.0,5.373263835907,13,5,3
560,85,True,2016-04-25 13:42:47.847,223.0,3.5673468112946,13,5,3
562,85,True,2016-04-25 14:53:11.372,215.0,1.4883533716202,14,5,1
564,85,True,2016-04-25 15:26:47.872,224.0,2.0442705154419,15,5,2
566,85,True,2016-04-25 17:05:01.552,297.0,4.0111398696899,17,7,3
568,84,True,2016-04-25 18:47:01.370,303.0,3.0154075622559,18,7,2
570,83,True,2016-04-25 20:07:50.149,241.0,2.0236546993256,20,5,2
572,85,True,2016-04-26 00:24:23.475,283.0,1.3773149251938,0,6,1
