,duur,beweging,time,WR,Wk,WRbin,WKbin
312,86,False,2016-01-07 17:42:15.295,235.0,3.168402671814,5,2
314,88,False,2016-01-08 04:02:17.393,207.0,3.0164928436279,5,2
316,89,False,2016-01-08 09:39:27.590,208.0,2.1267359256744,5,2
318,88,False,2016-01-09 09:13:55.793,148.0,1.6276041269302,3,2
320,89,False,2016-01-11 05:37:28.290,93.0,1.3237847089767,2,1
322,89,False,2016-01-11 11:21:52.694,155.0,1.779513835907,3,2
324,87,False,2016-01-11 20:02:43.797,211.0,2.973090171814,5,2
326,87,False,2016-01-11 21:21:04.892,238.0,5.5338540077209,5,4
328,88,False,2016-01-12 08:33:37.494,203.0,4.2534718513489,5,3
330,86,False,2016-01-12 08:40:57.495,191.0,2.7126734256744,4,2
332,87,False,2016-01-12 12:27:08.491,219.0,4.665798664093,5,3
334,91,False,2016-01-12 12:58:57.086,222.0,4.079861164093,5,3
336,86,False,2016-01-12 13:10:42.692,231.0,3.927951335907,5,3
338,87,False,2016-01-12 20:21:30.194,218.0,5.099826335907,5,3
340,88,False,2016-01-13 13:20:02.786,220.0,3.1901040077209,5,2
342,88,False,2016-01-13 15:24:43.898,257.0,2.973090171814,6,2
344,88,False,2016-01-13 18:18:54.898,236.0,1.605902671814,5,2
346,87,False,2016-01-13 19:24:28.490,198.0,1.4539929628372,4,1
348,87,False,2016-01-13 20:08:47.899,230.0,1.410590171814,5,1
350,90,False,2016-01-14 06:11:37.890,145.0,1.8880207538605,3,2
352,89,False,2016-01-14 08:03:34.894,142.0,1.4539929628372,3,1
354,89,False,2016-01-14 13:57:50.893,150.0,1.7361110448837,3,2
356,90,False,2016-01-14 17:21:46.897,237.0,3.8845484256744,5,3
358,90,False,2016-01-15 10:19:18.293,235.0,1.9314235448837,5,2
360,90,False,2016-01-15 14:03:59.886,263.0,1.3671875,6,1
362,90,False,2016-01-15 18:36:11.892,302.0,0.75954860448837,7,1
364,89,False,2016-01-16 12:13:38.207,305.0,2.0182290077209,7,2
366,105,False,2016-01-18 05:46:15.897,64.0,0.69444441795349,1,1
368,104,False,2016-01-18 08:23:35.089,151.0,1.171875,3,1
370,95,False,2016-01-18 16:23:00.091,74.0,1.0199652910233,2,1
372,97,False,2016-01-18 18:20:48.805,97.0,1.0633679628372,2,1
374,93,False,2016-01-18 19:04:18.393,44.0,0.26041665673256,1,1
