,duur,beweging,time,WR,Wk
462,88,True,2016-02-23 15:42:41.792,301.0,4.275173664093
464,86,True,2016-02-23 16:48:55.198,279.0,3.537326335907
466,86,True,2016-02-23 17:52:15.807,300.0,2.560763835907
468,97,True,2016-02-24 10:46:07.703,273.0,1.6927082538605
470,89,True,2016-02-24 12:59:06.806,291.0,2.0399305820465
472,88,True,2016-02-24 13:41:43.189,338.0,2.4305553436279
474,89,True,2016-02-24 16:24:31.206,1.0,0.80295133590698
476,87,True,2016-02-24 16:36:18.715,302.0,1.5625
478,102,True,2016-02-25 09:24:20.109,238.0,2.191840171814
480,93,True,2016-02-25 09:33:29.206,283.0,1.4756944179535
482,91,True,2016-02-25 13:01:10.003,211.0,0.56423610448837
484,89,True,2016-02-25 14:13:24.013,288.0,2.3220484256744
486,90,True,2016-02-25 16:34:39.302,216.0,3.363715171814
488,99,True,2016-02-26 08:27:12.192,269.0,0.32552081346512
490,93,True,2016-02-26 09:40:48.293,319.0,0.06510416418314
492,91,True,2016-02-26 11:58:02.494,147.0,2.0399305820465
494,89,True,2016-02-26 12:43:26.913,164.0,1.215277671814
496,87,True,2016-02-26 13:37:04.502,95.0,2.582465171814
498,106,True,2016-02-29 09:07:06.596,59.0,2.7994790077209
500,94,True,2016-02-29 09:55:51.092,341.0,4.7743053436279
502,91,True,2016-02-29 14:52:06.006,340.0,4.7743053436279
505,70,True,2016-03-01 07:59:39.202,143.0,1.6927082538605
506,44,True,2016-03-01 08:00:55.394,65.0,0.36892360448837
508,98,True,2016-03-01 09:19:49.802,213.0,3.3854165077209
510,94,True,2016-03-01 11:57:43.899,241.0,1.2586804628372
512,91,True,2016-03-01 12:45:41.298,161.0,3.342013835907
514,90,True,2016-03-01 14:30:10.007,177.0,4.9696178436279
516,88,True,2016-03-02 08:26:17.303,265.0,3.146701335907
518,88,True,2016-03-02 08:55:07.401,227.0,4.7960066795349
520,89,True,2016-03-02 11:23:26.997,224.0,1.3454860448837
522,89,True,2016-03-02 17:27:09.591,297.0,1.4539929628372
524,88,True,2016-03-02 18:11:00.595,220.0,1.9097220897675
526,94,True,2016-03-03 07:56:06.493,1.0,0.45572915673256
528,93,True,2016-03-03 09:18:37.700,350.0,1.388888835907
530,90,True,2016-03-03 11:53:55.198,311.0,1.9097220897675
532,88,True,2016-03-03 12:48:19.698,314.0,2.7126734256744
534,88,True,2016-03-03 13:48:57.795,339.0,3.125
536,86,True,2016-03-03 16:27:13.494,253.0,1.7361110448837
538,96,True,2016-03-04 10:50:23.695,143.0,5.46875
540,91,True,2016-03-04 11:27:27.292,119.0,3.2552082538605
542,90,True,2016-03-04 11:42:51.611,117.0,4.904513835907
544,88,True,2016-03-04 11:56:18.792,301.0,1.193576335907
546,90,True,2016-03-04 15:43:41.711,32.0,0.78125
548,87,True,2016-03-04 15:49:44.208,205.0,1.215277671814
550,105,True,2016-03-05 08:03:55.996,8.0,0.23871526122093
552,95,True,2016-03-05 11:16:24.710,126.0,1.1501735448837
554,96,True,2016-03-07 08:25:53.206,292.0,1.4973957538605
556,93,True,2016-03-07 10:49:56.603,307.0,0.32552081346512
558,91,True,2016-03-07 11:25:57.609,103.0,0.52083331346512
560,88,True,2016-03-07 16:12:25.395,249.0,2.1050345897675
562,96,True,2016-03-07 23:04:05.404,222.0,0.69444441795349
564,95,True,2016-03-08 10:39:54.594,234.0,1.4756944179535
566,90,True,2016-03-08 13:29:37.503,252.0,3.125
568,88,True,2016-03-08 14:08:13.203,216.0,1.8663194179535
570,87,True,2016-03-08 14:50:52.112,237.0,2.0616319179535
572,87,True,2016-03-08 16:18:52.902,255.0,1.5407985448837
574,86,True,2016-03-08 16:43:58.300,215.0,1.1067707538605
576,93,True,2016-03-09 10:59:11.092,100.0,4.8828125
578,89,True,2016-03-09 11:24:56.693,119.0,3.1901040077209
580,86,True,2016-03-09 14:18:03.199,124.0,6.8142356872559
582,85,True,2016-03-09 15:12:04.403,99.0,3.537326335907
584,99,True,2016-03-10 08:56:59.302,315.0,0.67274302244186
586,91,True,2016-03-10 09:27:35.100,351.0,1.0850694179535
588,90,True,2016-03-10 10:03:33.893,53.0,0.47743052244186
590,88,True,2016-03-10 10:46:31.308,89.0,2.8645832538605
592,86,True,2016-03-10 15:08:29.711,347.0,2.8428819179535
594,85,True,2016-03-10 16:25:17.600,90.0,0.93315970897675
596,85,True,2016-03-10 17:29:41.710,16.0,2.0182290077209
598,91,True,2016-03-11 00:12:03.293,35.0,0.88975691795349
600,92,True,2016-03-11 10:15:04.703,113.0,2.560763835907
602,88,True,2016-03-11 12:41:58.998,24.0,1.5407985448837
604,87,True,2016-03-11 13:38:02.215,13.0,2.1484375
606,85,True,2016-03-11 14:21:20.106,191.0,1.3454860448837
608,104,True,2016-03-12 08:44:14.906,39.0,0.23871526122093
610,91,True,2016-03-12 11:47:55.593,76.0,1.5190972089767
612,101,True,2016-03-14 11:17:48.205,59.0,1.8229166269302
614,91,True,2016-03-14 12:02:45.408,45.0,1.7144097089767
616,88,True,2016-03-14 15:36:03.712,75.0,1.0199652910233
618,87,True,2016-03-14 17:09:35.591,12.0,4.144965171814
620,97,True,2016-03-15 09:50:47.600,44.0,1.6710069179535
622,91,True,2016-03-15 10:27:27.096,16.0,3.949652671814
624,90,True,2016-03-15 14:39:25.893,27.0,1.1501735448837
626,91,True,2016-03-15 23:30:11.197,63.0,0.84635412693024
628,92,True,2016-03-16 09:35:59.210,52.0,1.0199652910233
630,88,True,2016-03-16 13:06:55.593,283.0,2.1267359256744
632,87,True,2016-03-16 14:01:13.598,95.0,4.4487843513489
634,86,True,2016-03-16 14:55:35.810,44.0,3.2335069179535
636,86,True,2016-03-16 15:59:06.196,44.0,2.2135415077209
638,92,True,2016-03-17 10:36:40.303,61.0,1.410590171814
640,89,True,2016-03-17 11:00:24.993,12.0,1.3020832538605
642,87,True,2016-03-17 11:20:13.504,66.0,0.91145831346512
644,85,True,2016-03-17 15:06:43.502,101.0,0.99826383590698
646,96,True,2016-03-18 08:51:09.499,355.0,0.390625
648,90,True,2016-03-18 09:29:40.502,249.0,1.6710069179535
650,89,True,2016-03-18 10:37:08.492,320.0,0.4123263657093
652,88,True,2016-03-18 12:20:02.291,306.0,1.410590171814
654,88,True,2016-03-18 13:26:46.699,342.0,0.91145831346512
656,87,True,2016-03-18 15:04:29.296,300.0,0.15190970897675
658,89,True,2016-03-18 19:30:48.295,291.0,0.5859375
660,87,True,2016-03-19 20:34:30.096,5.0,2.973090171814
662,89,True,2016-03-21 07:19:46.505,301.0,0.99826383590698
664,86,True,2016-03-21 15:03:59.406,247.0,1.996527671814
666,85,True,2016-03-21 15:10:19.898,234.0,2.6909720897675
668,83,True,2016-03-21 15:25:27.200,274.0,2.8862845897675
670,87,True,2016-03-22 11:47:51.505,290.0,3.9713540077209
672,85,True,2016-03-22 12:15:04.002,312.0,4.1883678436279
674,84,True,2016-03-22 13:13:49.107,297.0,5.5555553436279
676,83,True,2016-03-22 13:38:56.109,244.0,0.86805552244186
678,84,True,2016-03-22 14:23:41.604,334.0,2.5390625
680,83,True,2016-03-22 14:45:02.908,282.0,3.8628470897675
682,82,True,2016-03-22 15:11:21.106,288.0,0.88975691795349
684,83,True,2016-03-22 16:14:53.908,296.0,4.5572915077209
686,83,True,2016-03-22 17:17:47.411,342.0,0.62934023141861
688,96,True,2016-03-23 07:19:54.299,310.0,1.3020832538605
690,88,True,2016-03-23 10:55:34.492,21.0,3.754340171814
692,86,True,2016-03-23 12:52:27.703,51.0,2.4956595897675
694,84,True,2016-03-23 14:04:47.208,330.0,2.973090171814
696,83,True,2016-03-23 16:10:36.898,291.0,3.2335069179535
698,83,True,2016-03-23 16:31:07.812,331.0,2.3220484256744
700,96,True,2016-03-24 10:44:41.895,239.0,1.1284722089767
702,85,True,2016-03-24 10:54:57.608,235.0,1.1284722089767
704,84,True,2016-03-24 11:35:07.412,207.0,1.605902671814
706,84,True,2016-03-24 12:34:38.790,199.0,2.3003470897675
709,82,True,2016-03-24 13:58:59.698,227.0,4.8611106872559
711,82,True,2016-03-24 14:26:26.295,244.0,3.4288194179535
713,81,True,2016-03-24 15:00:00.104,186.0,1.974826335907
