,duur,beweging,time,WR,Wk,uur,N,NO,O,ZO,Z,ZW,W,NW
144,92,False,2015-12-16 09:52:01.878,161.0,0.88975691795349,9,0,0,0,0,1,0,0,0
145,88,True,2015-12-16 09:54:14.398,146.0,0.390625,9,0,0,0,1,0,0,0,0
146,91,False,2015-12-16 10:07:30.475,105.0,0.80295133590698,10,0,0,1,0,0,0,0,0
147,87,True,2015-12-16 10:11:25.074,115.0,0.91145831346512,10,0,0,0,1,0,0,0,0
148,90,False,2015-12-16 14:37:33.882,247.0,2.6258678436279,14,0,0,0,0,0,1,0,0
149,88,True,2015-12-16 14:39:46.579,213.0,1.8880207538605,14,0,0,0,0,0,1,0,0
150,88,False,2015-12-16 16:03:03.480,237.0,1.8446179628372,16,0,0,0,0,0,1,0,0
151,85,True,2015-12-16 16:05:36.781,216.0,3.4505207538605,16,0,0,0,0,0,1,0,0
152,88,False,2015-12-16 20:01:41.381,222.0,1.1067707538605,20,0,0,0,0,0,1,0,0
153,86,True,2015-12-16 20:04:09.785,242.0,0.99826383590698,20,0,0,0,0,0,1,0,0
154,89,False,2015-12-16 20:56:55.881,224.0,4.7743053436279,20,0,0,0,0,0,1,0,0
155,86,True,2015-12-16 20:59:59.283,236.0,4.2317705154419,20,0,0,0,0,0,1,0,0
156,87,False,2015-12-17 01:22:19.483,127.0,0.28211805224419,1,0,0,0,1,0,0,0,0
157,84,True,2015-12-17 01:25:06.987,232.0,1.996527671814,1,0,0,0,0,0,1,0,0
158,88,False,2015-12-17 05:52:07.078,221.0,0.26041665673256,5,0,0,0,0,0,1,0,0
159,85,True,2015-12-17 05:54:25.883,292.0,1.974826335907,5,0,0,0,0,0,0,1,0
160,88,False,2015-12-17 07:31:13.282,191.0,0.49913191795349,7,0,0,0,0,1,0,0,0
161,85,True,2015-12-17 07:33:23.184,261.0,1.5190972089767,7,0,0,0,0,0,0,1,0
162,89,False,2015-12-17 09:41:49.983,292.0,1.3454860448837,9,0,0,0,0,0,0,1,0
163,85,True,2015-12-17 09:44:20.285,272.0,0.47743052244186,9,0,0,0,0,0,0,1,0
164,89,False,2015-12-17 17:34:31.786,211.0,0.67274302244186,17,0,0,0,0,0,1,0,0
165,87,True,2015-12-17 17:37:53.978,204.0,0.99826383590698,17,0,0,0,0,0,1,0,0
166,89,False,2015-12-17 17:44:30.982,248.0,1.2369791269302,17,0,0,0,0,0,0,1,0
167,86,True,2015-12-17 17:47:51.878,277.0,1.7578123807907,17,0,0,0,0,0,0,1,0
168,87,False,2015-12-17 21:11:57.284,289.0,2.582465171814,21,0,0,0,0,0,0,1,0
169,84,True,2015-12-17 21:14:43.292,16.0,1.0199652910233,21,1,0,0,0,0,0,0,0
170,87,False,2015-12-18 01:38:14.095,211.0,0.95486104488373,1,0,0,0,0,0,1,0,0
171,85,True,2015-12-18 01:40:48.386,233.0,3.0815970897675,1,0,0,0,0,0,1,0,0
172,89,False,2015-12-18 07:34:35.893,200.0,2.756076335907,7,0,0,0,0,1,0,0,0
173,86,True,2015-12-18 07:37:09.578,236.0,3.6675345897675,7,0,0,0,0,0,1,0,0
